,message_type,original_message
1977,1,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
1978,0,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
1979,0,Shhhhh nobody is supposed to know!
1980,0,"Sorry, I'll call later"
1981,0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
1982,0,Hey i will be late... i'm at amk. Need to drink tea or coffee
1983,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1984,1,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
1985,0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
1986,0,S..antha num corrct dane
1987,0,No calls..messages..missed calls
1988,0,"Sorry, I'll call later"
1989,0,The basket's gettin full so I might be by tonight
1990,0,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
1991,0,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
1992,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
1993,0,Eh den sat u book e kb liao huh...
1994,0,Have you been practising your curtsey?
1995,0,Shall i come to get pickle
1996,0,Lol boo I was hoping for a laugh
1997,0,\YEH I AM DEF UP4 SOMETHING SAT
1998,0,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
1999,0,LMAO where's your fish memory when I need it?
2000,0,But i'll b going 2 sch on mon. My sis need 2 take smth.
2001,0,Idea will soon get converted to live:)
2002,1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
2003,0,S....s...india going to draw the series after many years in south african soil..
2004,0,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
2005,0,Can't take any major roles in community outreach. You rock mel
2006,0,Shopping lor. Them raining mah hard 2 leave orchard.
2007,0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
2008,0,See the forwarding message for proof
2009,0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
2010,0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
2011,0,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
2012,0,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
2013,1,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
2014,0,Ambrith..madurai..met u in arun dha marrge..remembr?
2015,0,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
2016,0,"Princess, is your kitty shaved or natural?"
2017,0,"Better than bb. If he wont use it, his wife will or them doctor"
2018,0,Ya it came a while ago
2019,0,From tomorrow onwards eve 6 to 3 work.
2020,0,Anything lor but toa payoh got place 2 walk meh...
2021,0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
2022,1,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
2023,0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
2024,0,U having lunch alone? I now so bored...
2025,0,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
2026,0,"Nah man, my car is meant to be crammed full of people"
2027,0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
2028,0,Kallis is ready for bat in 2nd innings
2029,0,Thanx but my birthday is over already.
2030,0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
2031,0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
2032,0,"Yes, i'm small kid.. And boost is the secret of my energy.."
2033,0,IM GONNA MISS U SO MUCH
2034,0,Is avatar supposed to have subtoitles
2035,0,Simply sitting and watching match in office..
2036,0,You can jot down things you want to remember later.
2037,0,Oh sorry please its over
2038,0,Hey are we going for the lo lesson or gym? 
2039,0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
2040,0,You always make things bigger than they are
2041,0,ÌÏ dun wan to watch infernal affair?
2042,0,"Me not waking up until 4 in the afternoon, sup"
2043,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
2044,0,I can send you a pic if you like :)
2045,0,Okay... I booked all already... Including the one at bugis.
2046,0,"Aight fuck it, I'll get it later"
2047,0,No de. But call me after some time. Ill tell you k
2048,0,So dont use hook up any how
2049,0,How much is blackberry bold2 in nigeria.
2050,0,Hi where you. You in home or calicut?
2051,0,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
2052,1,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
2053,0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
2054,0,Y so late but i need to go n get da laptop...
2055,0,"Sir, I am waiting for your mail."
2056,0,.Please charge my mobile when you get up in morning.
2057,0,"Nothing, i got msg frm tht unknown no.."
2058,0,Ugh fuck it I'm resubbing to eve
2059,0,He didn't see his shadow. We get an early spring yay
2060,0,I did. One slice and one breadstick. Lol
2061,0,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
2062,0,Is there any training tomorrow?
2063,1,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
2064,0,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
2065,0,Cos daddy arranging time c wat time fetch Ì_ mah...
2066,0,Then. You are eldest know.
2067,0,Who's there say hi to our drugdealer
2068,0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
2069,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
2070,1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
2071,0,Good night my dear.. Sleepwell&amp;Take care
2072,0,That is wondarfull song
2073,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
2074,0,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
2075,0,Must come later.. I normally bathe him in da afternoon mah..
2076,0,"Trust me. Even if isn't there, its there."
2077,0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
2078,1,85233 FREE>Ringtone!Reply REAL
2079,0,I can take you at like noon
2080,0,Where is it. Is there any opening for mca.
2081,0,I'm aight. Wat's happening on your side.
2082,0,I'm done oredi...
2083,0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
2084,0,How are you. Wish you a great semester
2085,0,Moji i love you more than words. Have a rich day
2086,0,Dude how do you like the buff wind.
2087,0,\alright babe
2088,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
2089,0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
2090,0,S:-)kallis wont play in first two odi:-)
2091,0,Then get some cash together and I'll text jason
2092,0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
2093,1,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
2094,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
2095,0,"Probably, want to pick up more?"
2096,0,I'm done...
2097,0,Are you the cutest girl in the world or what
2098,0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
2099,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
2100,0,Oh Howda gud gud.. Mathe en samachara chikku:-)
2101,0,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
2102,0,Audrie lousy autocorrect
2103,0,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
2104,0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
2105,0,I fetch yun or u fetch?
2106,0,Thank you. I like you as well...
2107,0,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
2108,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
2109,0,Lara said she can loan me  &lt;#&gt; .
2110,0,Do we have any spare power supplies
2111,0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
2112,1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
2113,0,"Yeah, don't go to bed, I'll be back before midnight"
2114,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
2115,0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
2116,0,"It's that time of the week again, ryan"
2117,0,Wish u many many returns of the day.. Happy birthday vikky..
2118,1,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2119,0,I hope you know I'm still mad at you.
2120,0,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
2121,0,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
